file,noise,snr,PESQ,PermEn,D2,RR,tau,m,CSI
1188-133604-0023.flac,lorenz,10,2.2019,0.993,0.005,0.782,24,3,0.4703
1188-133604-0023.flac,rossler,-10,1.1235,0.9086,1.1804,0.172,34,3,0.37
1188-133604-0023.flac,rossler,-5,1.2495,0.9053,1.1563,0.2194,34,3,0.3731
1188-133604-0023.flac,rossler,0,1.4313,0.9054,1.0793,0.2617,35,3,0.3774
1188-133604-0023.flac,rossler,5,1.6465,0.9166,1.3449,0.4592,37,3,0.3632
1188-133604-0023.flac,rossler,10,2.0269,0.9189,0.0342,0.7584,38,3,0.5023
1188-133604-0023.flac,chen,-10,1.2076,0.9201,1.582,0.1233,11,3,0.2947
1188-133604-0023.flac,chen,-5,1.2015,0.9201,1.5224,0.1409,11,3,0.2972
1188-133604-0023.flac,chen,0,1.303,0.8698,1.6945,0.1484,11,4,0.3374
1188-133604-0023.flac,chen,5,1.4467,0.9155,1.626,0.2933,13,4,0.2966
1188-133604-0023.flac,chen,10,1.7263,0.9307,0.0076,0.7172,14,4,0.452
1188-133604-0023.flac,mackey_glass,-10,1.2207,0.9529,1.4591,0.1493,12,3,0.2941
1188-133604-0023.flac,mackey_glass,-5,1.2627,0.9527,1.411,0.1654,12,3,0.2962
1188-133604-0023.flac,mackey_glass,0,1.4188,0.9523,1.2841,0.231,12,3,0.3021
1188-133604-0023.flac,mackey_glass,5,1.5939,0.9523,1.5977,0.3866,12,3,0.2893
1188-133604-0023.flac,mackey_glass,10,1.8551,0.7916,0.0077,0.6865,12,4,0.6457
1188-133604-0023.flac,duffing,-10,1.1105,0.9596,1.4404,0.155,35,3,0.3398
1188-133604-0023.flac,duffing,-5,1.1967,0.9446,1.2793,0.1962,25,3,0.3518
1188-133604-0023.flac,duffing,0,1.4413,0.9584,1.2112,0.2541,33,3,0.3514
1188-133604-0023.flac,duffing,5,1.8484,0.9603,1.4449,0.3971,42,3,0.3409
1188-133604-0023.flac,duffing,10,2.3549,0.9671,0.0025,0.8131,42,3,0.488
121-123852-0003.flac,logistic,-10,1.0292,0.9784,3.3203,0.0014,8,8,0.2126
121-123852-0003.flac,logistic,-5,1.03,0.9797,3.7128,0.0021,6,8,0.2026
121-123852-0003.flac,logistic,0,1.0424,0.9782,3.5108,0.0073,6,8,0.1993
121-123852-0003.flac,logistic,5,1.0728,0.9766,3.4127,0.0464,6,8,0.1931
121-123852-0003.flac,logistic,10,1.1676,0.9774,5.0791,0.4337,5,8,0.1709
121-123852-0003.flac,skew_tent,-10,1.0267,0.9782,3.3279,0.001,12,8,0.2268
121-123852-0003.flac,skew_tent,-5,1.0315,0.9766,3.4345,0.0017,9,8,0.2208
121-123852-0003.flac,skew_tent,0,1.0448,0.9808,3.5498,0.0072,8,8,0.2126
121-123852-0003.flac,skew_tent,5,1.0748,0.9782,3.4376,0.0643,7,8,0.2056
121-123852-0003.flac,skew_tent,10,1.1674,0.9765,5.3083,0.4261,7,8,0.182
121-123852-0003.flac,henon,-10,1.0374,0.9752,3.346,0.0015,13,8,0.2299
121-123852-0003.flac,henon,-5,1.0409,0.9794,3.416,0.0031,16,8,0.2203
121-123852-0003.flac,henon,0,1.0545,0.9786,3.5055,0.0101,10,8,0.2102
121-123852-0003.flac,henon,5,1.087,0.9788,3.3795,0.0624,10,8,0.2001
121-123852-0003.flac,henon,10,1.1899,0.9525,4.7201,0.3941,5,8,0.1871
121-123852-0003.flac,bernoulli,-10,4.6295,0.8934,0,0.9968,6,3,0.728
121-123852-0003.flac,bernoulli,-5,4.6316,0.8934,0.0019,0.9931,6,3,0.7266
121-123852-0003.flac,bernoulli,0,4.6407,0.8934,0.0035,0.9905,6,3,0.7256
121-123852-0003.flac,bernoulli,5,4.6406,0.8934,0.0102,0.984,6,3,0.7223
121-123852-0003.flac,bernoulli,10,4.6439,0.8934,0.014,0.9705,6,3,0.718
121-123852-0003.flac,ikeda,-10,1.0343,0.9784,4.0431,0.0009,11,8,0.1777
121-123852-0003.flac,ikeda,-5,1.0366,0.981,3.5792,0.0018,10,8,0.1765
121-123852-0003.flac,ikeda,0,1.0501,0.9818,3.5374,0.0073,8,8,0.1701
121-123852-0003.flac,ikeda,5,1.0866,0.9812,3.474,0.0523,7,8,0.1641
121-123852-0003.flac,ikeda,10,1.1968,0.9781,0.6465,0.3892,7,8,0.2574
121-123852-0003.flac,lorenz,-10,1.0413,0.9147,1.0928,0.269,16,3,0.3656
121-123852-0003.flac,lorenz,-5,1.0791,0.943,1.1025,0.2641,18,3,0.3543
121-123852-0003.flac,lorenz,0,1.168,0.9514,1.1181,0.3503,19,3,0.3478
121-123852-0003.flac,lorenz,5,1.317,0.9035,1.1821,0.375,21,4,0.355
121-123852-0003.flac,lorenz,10,1.6095,0.9306,0.1139,0.5682,23,4,0.4536
121-123852-0003.flac,rossler,-10,1.0311,0.8951,1.248,0.1741,32,3,0.4083
121-123852-0003.flac,rossler,-5,1.0545,0.9364,1.264,0.1875,37,3,0.3548
121-123852-0003.flac,rossler,0,1.1317,0.9676,1.2468,0.2251,42,3,0.3424
121-123852-0003.flac,rossler,5,1.3497,0.9261,1.5411,0.4088,33,3,0.3382
121-123852-0003.flac,rossler,10,1.7576,0.9652,0.0264,0.7003,40,3,0.4634
121-123852-0003.flac,chen,-10,1.0681,0.898,1.5887,0.1277,10,3,0.3283
121-123852-0003.flac,chen,-5,1.0622,0.8722,1.9215,0.094,11,4,0.3144
121-123852-0003.flac,chen,0,1.0952,0.9038,1.8472,0.1289,12,4,0.2863
121-123852-0003.flac,chen,5,1.188,0.933,1.9519,0.279,13,4,0.2745
121-123852-0003.flac,chen,10,1.3942,0.9389,0.042,0.6325,13,4,0.4326
121-123852-0003.flac,mackey_glass,-10,1.0703,0.952,1.4773,0.1462,12,3,0.2914
121-123852-0003.flac,mackey_glass,-5,1.084,0.9533,1.4482,0.1674,12,3,0.291
121-123852-0003.flac,mackey_glass,0,1.1408,0.9542,1.3425,0.224,12,3,0.2929
121-123852-0003.flac,mackey_glass,5,1.2477,0.8207,1.1859,0.3012,12,4,0.4031
121-123852-0003.flac,mackey_glass,10,1.4624,0.9327,0.0574,0.607,15,4,0.4299
121-123852-0003.flac,duffing,-10,1.0341,0.9148,1.331,0.1993,20,3,0.3561
121-123852-0003.flac,duffing,-5,1.0702,0.9096,1.2114,0.2329,20,3,0.3618
121-123852-0003.flac,duffing,0,1.1824,0.9723,1.2953,0.2561,31,3,0.3343
121-123852-0003.flac,duffing,5,1.4395,0.9774,0.878,0.3788,33,3,0.351
121-123852-0003.flac,duffing,10,1.8296,0.9783,0.0193,0.6918,32,3,0.4579
1284-134647-0005.flac,logistic,-10,1.0211,0.9758,4.1394,0.0008,7,8,0.1852
1284-134647-0005.flac,logistic,-5,1.0215,0.9671,3.1814,0.0009,9,8,0.1941
1284-134647-0005.flac,logistic,0,1.0258,0.9699,3.029,0.0118,10,5,0.1954
1284-134647-0005.flac,logistic,5,1.042,0.9734,2.2824,0.0587,11,4,0.2122
1284-134647-0005.flac,logistic,10,1.0914,0.9802,1.7723,0.1148,12,4,0.2351
1284-134647-0005.flac,skew_tent,-10,1.0199,0.9775,4.1479,0.0007,7,8,0.1933
1284-134647-0005.flac,skew_tent,-5,1.0211,0.9637,3.8974,0.0007,11,8,0.1948
1284-134647-0005.flac,skew_tent,0,1.0251,0.9754,3.0707,0.0157,11,5,0.2017
1284-134647-0005.flac,skew_tent,5,1.0422,0.9733,2.318,0.0499,11,4,0.2196
1284-134647-0005.flac,skew_tent,10,1.1011,0.9474,1.7796,0.1282,10,4,0.2515
1284-134647-0005.flac,henon,-10,1.0245,0.9688,3.2605,0.001,7,8,0.2039
1284-134647-0005.flac,henon,-5,1.0242,0.9621,3.1878,0.0009,5,8,0.2008
1284-134647-0005.flac,henon,0,1.0264,0.9673,2.9551,0.0152,5,5,0.2036
1284-134647-0005.flac,henon,5,1.042,0.969,2.2858,0.0558,10,4,0.2199
1284-134647-0005.flac,henon,10,1.0976,0.9622,1.7302,0.1103,11,4,0.2475
1284-134647-0005.flac,bernoulli,-10,4.4844,0.9447,0.6265,0.4847,11,4,0.3951
1284-134647-0005.flac,bernoulli,-5,4.4899,0.9447,0.7724,0.3195,11,4,0.3801
1284-134647-0005.flac,bernoulli,0,4.4919,0.9447,0.8283,0.2534,11,4,0.3749
1284-134647-0005.flac,bernoulli,5,4.4941,0.9447,0.8369,0.2105,11,4,0.3737
1284-134647-0005.flac,bernoulli,10,4.602,0.9447,0.8361,0.2121,11,4,0.3737
1284-134647-0005.flac,ikeda,-10,1.0278,0.9788,4.5492,0.0007,10,8,0.1499
1284-134647-0005.flac,ikeda,-5,1.0273,0.9675,4.4658,0.0006,9,8,0.1522
1284-134647-0005.flac,ikeda,0,1.0322,0.9731,3.0986,0.0128,10,5,0.171
1284-134647-0005.flac,ikeda,5,1.0499,0.9758,2.355,0.0533,11,4,0.1958
1284-134647-0005.flac,ikeda,10,1.1006,0.9679,1.6368,0.1173,11,4,0.2381
1284-134647-0005.flac,lorenz,-10,1.0448,0.9336,1.8714,0.0761,14,4,0.2982
1284-134647-0005.flac,lorenz,-5,1.0871,0.943,1.9117,0.0593,14,4,0.2886
1284-134647-0005.flac,lorenz,0,1.1929,0.9002,1.7918,0.0619,12,4,0.3071
1284-134647-0005.flac,lorenz,5,1.4474,0.9137,1.5781,0.101,12,4,0.3206
1284-134647-0005.flac,lorenz,10,1.7508,0.9405,1.3359,0.1589,13,4,0.3321
1284-134647-0005.flac,rossler,-10,1.0372,0.9371,2.03,0.0531,23,4,0.2923
1284-134647-0005.flac,rossler,-5,1.0672,0.9188,1.997,0.0462,15,4,0.2914
1284-134647-0005.flac,rossler,0,1.1719,0.9036,1.8744,0.0636,13,4,0.3026
1284-134647-0005.flac,rossler,5,1.4421,0.8963,1.6636,0.0872,12,4,0.3392
1284-134647-0005.flac,rossler,10,1.8427,0.9115,1.3906,0.1376,12,4,0.3352
1284-134647-0005.flac,chen,-10,1.048,0.9442,2.3404,0.0383,12,4,0.2597
1284-134647-0005.flac,chen,-5,1.0625,0.9294,2.3029,0.0352,11,4,0.2637
1284-134647-0005.flac,chen,0,1.1133,0.923,2.1502,0.0403,11,4,0.2742
1284-134647-0005.flac,chen,5,1.2668,0.9112,1.8857,0.0671,11,4,0.297
1284-134647-0005.flac,chen,10,1.6808,0.9316,1.6057,0.119,12,4,0.3131
1284-134647-0005.flac,mackey_glass,-10,1.0712,0.9707,1.7523,0.1033,12,3,0.2674
1284-134647-0005.flac,mackey_glass,-5,1.0954,0.8611,2.1478,0.0639,11,4,0.2961
1284-134647-0005.flac,mackey_glass,0,1.1846,0.8644,2.1128,0.0529,11,4,0.2988
1284-134647-0005.flac,mackey_glass,5,1.4036,0.8646,1.8881,0.0754,11,4,0.3248
1284-134647-0005.flac,mackey_glass,10,1.7357,0.911,1.5894,0.1177,12,4,0.3207
1284-134647-0005.flac,duffing,-10,1.0369,0.9291,1.9081,0.0739,15,4,0.3027
1284-134647-0005.flac,duffing,-5,1.084,0.991,1.7191,0.0852,19,3,0.285
1284-134647-0005.flac,duffing,0,1.262,0.936,1.7974,0.0658,14,4,0.2995
1284-134647-0005.flac,duffing,5,1.5874,0.903,1.5545,0.0982,12,4,0.3267
1284-134647-0005.flac,duffing,10,1.9546,0.9186,1.3052,0.1548,12,4,0.3401
6930-75918-0003.flac,logistic,-10,1.0237,0.9799,3.6323,0.0012,6,8,0.2109
6930-75918-0003.flac,logistic,-5,1.0262,0.9804,3.3939,0.002,6,8,0.2107
6930-75918-0003.flac,logistic,0,1.0346,0.9798,3.4967,0.0065,6,8,0.2029
6930-75918-0003.flac,logistic,5,1.069,0.9812,3.6918,0.052,5,8,0.1915
6930-75918-0003.flac,logistic,10,1.1755,0.98,0.2784,0.5257,4,8,0.3302
6930-75918-0003.flac,skew_tent,-10,1.024,0.9758,3.3073,0.0011,10,8,0.2272
6930-75918-0003.flac,skew_tent,-5,1.0267,0.9757,3.4149,0.0019,11,8,0.2229
6930-75918-0003.flac,skew_tent,0,1.0362,0.9809,3.5339,0.0069,8,8,0.213
6930-75918-0003.flac,skew_tent,5,1.0744,0.9744,3.9008,0.0614,7,8,0.2018
6930-75918-0003.flac,skew_tent,10,1.1828,0.9753,0.1522,0.5313,7,8,0.363
6930-75918-0003.flac,henon,-10,1.0292,0.9772,3.3451,0.0016,10,8,0.2312
6930-75918-0003.flac,henon,-5,1.0317,0.979,3.4222,0.0033,15,8,0.2249
6930-75918-0003.flac,henon,0,1.0433,0.9721,3.4768,0.0098,9,8,0.2161
6930-75918-0003.flac,henon,5,1.0865,0.9759,3.338,0.0795,10,8,0.2054
6930-75918-0003.flac,henon,10,1.2078,0.9724,0.2621,0.5116,8,8,0.3399
6930-75918-0003.flac,bernoulli,-10,2.3438,0.9121,0,1,9,4,0.5132
6930-75918-0003.flac,bernoulli,-5,3.4085,0.9121,0,0.9972,9,4,0.5132
6930-75918-0003.flac,bernoulli,0,4.1461,0.9121,0.0008,0.9859,9,4,0.5127
6930-75918-0003.flac,bernoulli,5,4.4535,0.9121,0.006,0.9898,9,4,0.5115
6930-75918-0003.flac,bernoulli,10,4.5014,0.9121,0.0077,0.9862,9,4,0.511
6930-75918-0003.flac,ikeda,-10,1.064,0.9798,3.7124,0.0013,9,8,0.1812
6930-75918-0003.flac,ikeda,-5,1.0344,0.9798,3.4517,0.0021,9,8,0.1805
6930-75918-0003.flac,ikeda,0,1.0501,0.979,3.5502,0.0085,10,8,0.1728
6930-75918-0003.flac,ikeda,5,1.0967,0.9793,3.5824,0.0753,10,8,0.1651
6930-75918-0003.flac,ikeda,10,1.217,0.9784,0.2602,0.5493,7,8,0.3058
6930-75918-0003.flac,lorenz,-10,1.025,0.914,1.0615,0.2835,16,3,0.3685
6930-75918-0003.flac,lorenz,-5,1.0403,0.929,1.0378,0.3072,17,3,0.3643
6930-75918-0003.flac,lorenz,0,1.0765,0.9176,0.9415,0.3873,16,3,0.3736
6930-75918-0003.flac,lorenz,5,1.1587,0.9482,0.7043,0.501,18,3,0.3791
6930-75918-0003.flac,lorenz,10,1.3648,0.9941,0.005,0.7594,24,3,0.459
6930-75918-0003.flac,rossler,-10,1.0225,0.9366,1.1881,0.1657,38,3,0.3602
6930-75918-0003.flac,rossler,-5,1.0354,0.886,1.1566,0.2207,31,3,0.425
6930-75918-0003.flac,rossler,0,1.0714,0.9408,1.082,0.2625,39,3,0.3617
6930-75918-0003.flac,rossler,5,1.1463,0.9113,1.2962,0.4272,35,3,0.3581
6930-75918-0003.flac,rossler,10,1.3261,0.9183,0.0121,0.798,36,3,0.4968
6930-75918-0003.flac,chen,-10,1.0538,0.899,1.5828,0.1229,10,3,0.3272
6930-75918-0003.flac,chen,-5,1.042,0.9002,1.5918,0.1452,10,3,0.2985
6930-75918-0003.flac,chen,0,1.0549,0.8781,1.7193,0.1416,11,4,0.3298
6930-75918-0003.flac,chen,5,1.0987,0.8817,1.7012,0.2871,11,4,0.364
6930-75918-0003.flac,chen,10,1.2289,0.9496,0.0131,0.6928,15,4,0.4376
6930-75918-0003.flac,mackey_glass,-10,1.0449,0.9531,1.4527,0.1529,12,3,0.2932
6930-75918-0003.flac,mackey_glass,-5,1.0478,0.9157,1.3501,0.1864,10,3,0.3082
6930-75918-0003.flac,mackey_glass,0,1.0718,0.9536,1.2761,0.2331,12,3,0.2991
6930-75918-0003.flac,mackey_glass,5,1.136,0.9549,1.6388,0.3834,12,3,0.2823
6930-75918-0003.flac,mackey_glass,10,1.2972,0.8403,0.0151,0.7098,13,4,0.6327
6930-75918-0003.flac,duffing,-10,1.0236,0.884,1.1972,0.2138,17,3,0.4201
6930-75918-0003.flac,duffing,-5,1.035,0.8976,1.1281,0.2478,18,3,0.427
6930-75918-0003.flac,duffing,0,1.0707,0.9333,1.1027,0.313,22,3,0.3593
6930-75918-0003.flac,duffing,5,1.1958,0.9397,1.0231,0.4627,23,3,0.36
6930-75918-0003.flac,duffing,10,1.4573,0.9555,0.0083,0.8126,24,3,0.4785
5639-40744-0027.flac,logistic,-10,1.0295,0.9802,3.3139,0.0012,5,8,0.201
5639-40744-0027.flac,logistic,-5,1.0216,0.981,3.5494,0.0018,5,8,0.1885
5639-40744-0027.flac,logistic,0,1.0226,0.9773,3.5025,0.0048,4,8,0.1819
5639-40744-0027.flac,logistic,5,1.0261,0.9783,3.4752,0.0249,3,8,0.175
5639-40744-0027.flac,logistic,10,1.0441,0.9647,3.3866,0.1458,13,8,0.1798
5639-40744-0027.flac,skew_tent,-10,1.0211,0.9814,3.2563,0.0009,8,8,0.2128
5639-40744-0027.flac,skew_tent,-5,1.0215,0.976,3.7261,0.0014,7,8,0.1979
5639-40744-0027.flac,skew_tent,0,1.0225,0.975,3.5072,0.0041,6,8,0.1893
5639-40744-0027.flac,skew_tent,5,1.0262,0.9672,3.4834,0.0263,5,8,0.1832
5639-40744-0027.flac,skew_tent,10,1.0407,0.962,3.2404,0.1415,13,8,0.1868
5639-40744-0027.flac,henon,-10,1.023,0.9783,3.4991,0.0015,12,8,0.2084
5639-40744-0027.flac,henon,-5,1.0226,0.9793,3.4027,0.0021,14,8,0.1973
5639-40744-0027.flac,henon,0,1.0235,0.9739,3.4939,0.006,11,8,0.1859
5639-40744-0027.flac,henon,5,1.0273,0.9304,3.3006,0.0317,3,8,0.1909
5639-40744-0027.flac,henon,10,1.0432,0.9408,3.335,0.1534,3,8,0.187
5639-40744-0027.flac,bernoulli,-10,4.5969,0.9782,0,0.9989,15,4,0.4446
5639-40744-0027.flac,bernoulli,-5,4.6425,0.9782,0.0048,0.887,15,4,0.4428
5639-40744-0027.flac,bernoulli,0,4.6423,0.929,0.1339,0.7825,3,4,0.4358
5639-40744-0027.flac,bernoulli,5,4.6439,0.9782,0.7294,0.5062,15,4,0.3365
5639-40744-0027.flac,bernoulli,10,4.6439,0.929,0.6038,0.596,3,4,0.3679
5639-40744-0027.flac,ikeda,-10,1.023,0.9823,3.6995,0.0011,9,8,0.1663
5639-40744-0027.flac,ikeda,-5,1.0227,0.9772,3.4205,0.0022,10,8,0.1639
5639-40744-0027.flac,ikeda,0,1.0234,0.9774,3.5176,0.0058,8,8,0.1559
5639-40744-0027.flac,ikeda,5,1.0279,0.9696,3.4936,0.0266,7,8,0.156
5639-40744-0027.flac,ikeda,10,1.0479,0.9708,3.116,0.1345,12,8,0.1654
5639-40744-0027.flac,lorenz,-10,1.0427,0.9099,1.2525,0.2284,15,3,0.3451
5639-40744-0027.flac,lorenz,-5,1.0869,0.9073,1.3536,0.2094,14,3,0.3283
5639-40744-0027.flac,lorenz,0,1.1877,0.9358,1.8357,0.1363,18,4,0.2849
5639-40744-0027.flac,lorenz,5,1.3571,0.9152,1.7129,0.1694,14,4,0.2829
5639-40744-0027.flac,lorenz,10,1.6546,0.9675,1.0843,0.2823,17,4,0.2908
5639-40744-0027.flac,rossler,-10,1.0335,0.9223,1.3928,0.1648,27,3,0.3415
5639-40744-0027.flac,rossler,-5,1.0551,0.9641,1.5414,0.1578,35,3,0.3094
5639-40744-0027.flac,rossler,0,1.1312,0.9133,1.893,0.1197,24,4,0.2948
5639-40744-0027.flac,rossler,5,1.3023,0.9451,1.7829,0.1778,26,4,0.2779
5639-40744-0027.flac,rossler,10,1.5915,0.8818,1.2038,0.5103,3,4,0.4374
5639-40744-0027.flac,chen,-10,1.0613,0.8975,1.6328,0.1232,10,3,0.3201
5639-40744-0027.flac,chen,-5,1.0716,0.8777,2.0851,0.0829,11,4,0.296
5639-40744-0027.flac,chen,0,1.1149,0.9421,2.1001,0.1095,13,4,0.2543
5639-40744-0027.flac,chen,5,1.2406,0.9503,2.1711,0.1968,13,4,0.2466
5639-40744-0027.flac,chen,10,1.4798,0.9382,0.7029,0.3239,12,4,0.3189
5639-40744-0027.flac,mackey_glass,-10,1.0799,0.9569,1.5195,0.1407,12,3,0.2815
5639-40744-0027.flac,mackey_glass,-5,1.1005,0.9608,1.5563,0.1553,12,3,0.2707
5639-40744-0027.flac,mackey_glass,0,1.1668,0.8553,1.876,0.133,12,4,0.3101
5639-40744-0027.flac,mackey_glass,5,1.3053,0.9053,1.8011,0.1923,13,4,0.2664
5639-40744-0027.flac,mackey_glass,10,1.5349,0.9175,1.5368,0.3397,12,4,0.2758
5639-40744-0027.flac,duffing,-10,1.0334,0.8684,1.6776,0.1348,20,4,0.3707
5639-40744-0027.flac,duffing,-5,1.0724,0.9073,1.7636,0.1363,20,4,0.3138
5639-40744-0027.flac,duffing,0,1.1812,0.958,1.7938,0.1495,21,4,0.2829
5639-40744-0027.flac,duffing,5,1.4258,0.9343,1.5522,0.2263,15,4,0.287
5639-40744-0027.flac,duffing,10,1.8084,0.8834,0.8066,0.5448,3,4,0.467
1188-133604-0009.flac,logistic,-10,1.0487,0.9792,4.2935,0.0005,4,8,0.1655
1188-133604-0009.flac,logistic,-5,1.0365,0.9611,4.9294,0.0002,12,8,0.1592
1188-133604-0009.flac,logistic,0,1.0383,0.9404,4.5679,0.0002,9,8,0.168
1188-133604-0009.flac,logistic,5,1.0468,0.9724,2.7529,0.0124,5,4,0.19
1188-133604-0009.flac,logistic,10,1.0798,0.9625,2.6817,0.0139,6,4,0.2094
1188-133604-0009.flac,skew_tent,-10,1.0324,0.9792,4.507,0.0004,6,8,0.1681
1188-133604-0009.flac,skew_tent,-5,1.0319,0.9639,4.7001,0.0002,10,8,0.1626
1188-133604-0009.flac,skew_tent,0,1.0354,0.9275,4.6325,0.0001,13,8,0.172
1188-133604-0009.flac,skew_tent,5,1.0502,0.887,2.8619,0.0016,12,6,0.2098
1188-133604-0009.flac,skew_tent,10,1.0862,0.9579,2.6911,0.0135,6,4,0.2075
1188-133604-0009.flac,henon,-10,1.0455,0.9711,4.07,0.0006,5,8,0.1706
1188-133604-0009.flac,henon,-5,1.0379,0.9579,3.4356,0.0005,3,8,0.175
1188-133604-0009.flac,henon,0,1.0399,0.9912,2.7912,0.0154,3,4,0.1761
1188-133604-0009.flac,henon,5,1.0525,0.9356,2.9168,0.0033,13,5,0.1962
1188-133604-0009.flac,henon,10,1.0869,0.9598,2.6546,0.0088,15,4,0.2084
1188-133604-0009.flac,bernoulli,-10,4.4947,0.9511,1.3032,0.3422,6,4,0.2941
1188-133604-0009.flac,bernoulli,-5,4.5285,0.9511,1.9431,0.0974,6,4,0.2676
1188-133604-0009.flac,bernoulli,0,4.5598,0.9511,2.2862,0.0468,6,4,0.2581
1188-133604-0009.flac,bernoulli,5,4.582,0.9511,2.4371,0.0235,6,4,0.2544
1188-133604-0009.flac,bernoulli,10,4.5985,0.9511,2.4882,0.0155,6,4,0.2533
1188-133604-0009.flac,ikeda,-10,1.0452,0.9777,4.6941,0.0004,6,8,0.1393
1188-133604-0009.flac,ikeda,-5,1.0401,0.9714,4.5338,0.0004,4,8,0.144
1188-133604-0009.flac,ikeda,0,1.0394,0.9285,4.5331,0.0001,11,8,0.1622
1188-133604-0009.flac,ikeda,5,1.0485,0.9704,2.7721,0.0125,6,4,0.187
1188-133604-0009.flac,ikeda,10,1.0795,0.9628,2.6907,0.0136,6,4,0.209
1188-133604-0009.flac,lorenz,-10,1.0996,0.9724,2.2075,0.0597,21,4,0.2693
1188-133604-0009.flac,lorenz,-5,1.1903,0.9593,2.3825,0.0363,11,4,0.2599
1188-133604-0009.flac,lorenz,0,1.3897,0.9747,2.5732,0.0138,18,4,0.2474
1188-133604-0009.flac,lorenz,5,1.7296,0.9474,2.5462,0.0134,12,4,0.253
1188-133604-0009.flac,lorenz,10,2.2444,0.9653,2.5853,0.0116,10,4,0.2471
1188-133604-0009.flac,rossler,-10,1.0965,0.9187,2.2908,0.041,21,4,0.2806
1188-133604-0009.flac,rossler,-5,1.1947,0.9579,2.5816,0.0189,19,4,0.2538
1188-133604-0009.flac,rossler,0,1.3706,0.948,2.6315,0.012,21,4,0.2512
1188-133604-0009.flac,rossler,5,1.6309,0.9472,2.5998,0.0089,22,4,0.2509
1188-133604-0009.flac,rossler,10,2.0694,0.9522,2.5668,0.0132,11,4,0.2501
1188-133604-0009.flac,chen,-10,1.1335,0.9592,2.5692,0.0229,14,4,0.2492
1188-133604-0009.flac,chen,-5,1.1633,0.9751,2.6807,0.0157,14,4,0.2418
1188-133604-0009.flac,chen,0,1.2261,0.9761,2.6527,0.0122,17,4,0.2424
1188-133604-0009.flac,chen,5,1.3955,0.968,2.6468,0.01,13,4,0.2452
1188-133604-0009.flac,chen,10,1.6975,0.9599,2.574,0.0117,14,4,0.2487
1188-133604-0009.flac,mackey_glass,-10,1.1394,0.9174,2.4475,0.0376,10,4,0.2553
1188-133604-0009.flac,mackey_glass,-5,1.2134,0.9486,2.8777,0.009,13,5,0.2395
1188-133604-0009.flac,mackey_glass,0,1.3095,0.974,2.693,0.0122,14,4,0.2387
1188-133604-0009.flac,mackey_glass,5,1.5049,0.9625,2.6542,0.0098,14,4,0.2444
1188-133604-0009.flac,mackey_glass,10,1.8026,0.9572,2.5815,0.0111,14,4,0.2487
1188-133604-0009.flac,duffing,-10,1.0836,0.9414,2.3942,0.0389,20,4,0.271
1188-133604-0009.flac,duffing,-5,1.163,0.9567,2.6066,0.0168,20,4,0.2535
1188-133604-0009.flac,duffing,0,1.3653,0.9464,2.6417,0.0106,22,4,0.2513
1188-133604-0009.flac,duffing,5,1.7853,0.9361,2.6145,0.0085,21,4,0.2534
1188-133604-0009.flac,duffing,10,2.3101,0.934,2.576,0.0078,21,4,0.2547
7127-75947-0009.flac,logistic,-10,1.0359,0.9779,3.2452,0.001,6,8,0.2057
7127-75947-0009.flac,logistic,-5,1.0501,0.9766,3.5378,0.0016,6,8,0.1917
7127-75947-0009.flac,logistic,0,1.0534,0.9746,3.4962,0.0043,6,8,0.1814
7127-75947-0009.flac,logistic,5,1.0835,0.9774,3.4926,0.027,3,8,0.1716
7127-75947-0009.flac,logistic,10,1.1802,0.9683,2.7975,0.1407,7,8,0.1798
7127-75947-0009.flac,skew_tent,-10,1.0313,0.9804,3.3206,0.0012,7,8,0.2147
7127-75947-0009.flac,skew_tent,-5,1.0364,0.9805,3.4185,0.0017,7,8,0.2002
7127-75947-0009.flac,skew_tent,0,1.0502,0.977,3.5212,0.0055,6,8,0.1852
7127-75947-0009.flac,skew_tent,5,1.0872,0.9734,3.4948,0.0364,6,8,0.1746
7127-75947-0009.flac,skew_tent,10,1.1883,0.9714,3.7676,0.1976,3,8,0.1678
7127-75947-0009.flac,henon,-10,1.0379,0.9758,3.2775,0.0016,15,8,0.2169
7127-75947-0009.flac,henon,-5,1.0413,0.9764,3.403,0.0029,8,8,0.2009
7127-75947-0009.flac,henon,0,1.0534,0.9765,3.4961,0.0068,8,8,0.1844
7127-75947-0009.flac,henon,5,1.0884,0.9748,3.4598,0.0284,8,8,0.1731
7127-75947-0009.flac,henon,10,1.1962,0.9603,3.8459,0.1652,3,8,0.1678
7127-75947-0009.flac,bernoulli,-10,4.4942,0.9326,0,0.9867,14,8,0.4449
7127-75947-0009.flac,bernoulli,-5,4.5081,0.9326,0.0222,0.8116,14,8,0.4365
7127-75947-0009.flac,bernoulli,0,4.5417,0.9326,0.3132,0.5634,14,8,0.3782
7127-75947-0009.flac,bernoulli,5,4.5672,0.9326,2.2342,0.3943,14,8,0.2622
7127-75947-0009.flac,bernoulli,10,4.5846,0.9326,2.2465,0.3247,14,8,0.2608
7127-75947-0009.flac,ikeda,-10,1.0443,0.9796,4.2375,0.0008,9,8,0.165
7127-75947-0009.flac,ikeda,-5,1.0484,0.9807,3.4166,0.0017,6,8,0.1647
7127-75947-0009.flac,ikeda,0,1.0614,0.9787,3.5243,0.0053,9,8,0.1558
7127-75947-0009.flac,ikeda,5,1.09,0.9695,3.4501,0.0376,3,8,0.1552
